RespondentID,Consent,Age,Gender,Education,Single,Dating1,Dating2,Married,Divorced,Widowed,Cohabiting,Engaged,Household,Ethnicity,EthnicityOther,Language,LanguageOther,EnglishFluency,Income,IncomeOther,Height,HeightMetres,Weight,WeightKilos,BMI,BIAAQ1,BIAAQ2,BIAAQ3,BIAAQ4,BIAAQ5,BIAAQ6,BIAAQ7,BIAAQ8,BIAAQ9,BIAAQ10,BIAAQ11,BIAAQ12
4187218636,1,36,2,4,,,,1,,,,,3,1,,1,,6,6,,6 feet and 3 inches,1.91,252,114.31,31.5,6,6,4,6,3,5,6,4,4,2,2,2
4187221057,1,28,2,5,1,,,,,,,,3,2,,1,,7,10,,72,2.18,150,68.04,14.26,6,7,7,6,6,7,7,6,7,7,6,7
4187222059,1,47,2,4,1,,,,,,,,1,0,white,1,,6,6,,5-Jun,1.68,130,58.97,20.98,1,2,1,1,1,1,2,1,1,1,1,1
4187222717,1,65,2,3,,,,1,,,,,2,3,,1,,7,4,,6 feet 4 inches,1.93,242,109.77,29.46,2,3,1,1,1,2,1,1,1,1,1,1
4187224527,1,18,2,2,,,1,,,,,,2,2,,1,,6,1,,"5""""11",1.8,200,90.72,27.89,3,4,2,5,4,3,5,4,3,5,4,4
4187232439,1,57,2,3,,,,,1,,,,2,0,white cuac,1,,7,3,,5-Sep,1.75,200,90.72,29.53,2,2,2,1,2,2,2,1,2,1,1,1
4187233388,1,52,2,3,,,,,,,1,,2,3,,1,,7,7,,6'5,1.96,231,104.78,27.39,1,3,1,1,1,1,1,1,1,1,1,1
4187235853,1,54,2,3,1,,,,,,,,1,4,,1,,7,1,,6-Feb,1.88,333,151.05,42.75,3,3,4,5,4,2,5,5,6,6,4,7
4187254669,1,26,2,2,,,,1,,,,,2,2,,1,,7,3,,5 11,1.8,420,190.51,58.58,1,4,4,5,1,7,7,5,5,5,5,7
4187257722,1,25,2,2,,,,1,,,,,4,2,,1,,7,10,,5.1,1.55,130,58.97,24.56,7,6,5,4,5,6,7,6,7,5,6,7
4187258011,1,56,2,6,,,,1,,,,,2,3,,1,,7,9,,5 foot 11 inches,1.8,189,85.73,26.36,2,4,2,1,4,4,3,5,4,3,2,2
4187268489,1,64,2,2,,,,1,,,,,2,0,white cauc,1,,6,4,,6-Feb,1.88,242,109.77,31.07,1,1,1,1,1,1,1,4,1,1,1,1
4187269093,1,26,2,3,,,,1,,,,,6,2,,1,,6,7,,5'8,1.73,210,95.25,31.93,6,5,6,5,5,6,4,6,6,6,6,5
4187272007,1,58,2,6,1,,,,,,,,1,4,,1,,7,5,,6 3,1.91,230,104.33,28.75,2,2,2,2,2,2,2,2,4,2,2,2
4187272611,1,28,2,4,1,,,,,,,,1,1,,1,,7,1,,5.6,1.68,190,86.18,30.67,1,1,1,1,1,1,7,7,7,7,7,7
4187272674,1,20,2,2,1,,,,,,,,3,4,,1,,7,10,,"6""""00",1.83,120,54.43,16.27,1,4,1,4,1,4,1,4,1,4,1,4
4187273590,1,51,2,2,,,,1,,,,,4,4,,1,,7,9,,5' 10,1.78,215,97.52,30.85,4,4,3,4,4,3,3,4,4,4,3,5
4187277054,1,25,2,5,,,,1,,,,,4,6,,1,,7,10,,5 7,1.7,150,68.04,23.49,3,4,4,2,4,2,4,3,3,4,4,2
4187278047,1,63,2,3,,,,1,,,,,2,4,,1,,7,4,,72,2.18,220,99.79,20.91,2,2,2,4,1,4,3,4,6,1,1,1
4187282386,1,56,2,2,1,,,,,,,,6,1,,1,,7,2,,6ft  5in,1.96,200,90.72,23.72,1,4,1,4,1,1,1,1,1,1,1,1
4187283540,1,61,2,3,1,,,,,,,,1,4,,1,,7,11,,5'9'',1.75,200,90.72,29.53,7,7,6,7,6,5,5,5,5,5,4,5
4187290803,1,30,2,4,,,,1,,,,,4,2,,1,,7,12,,6,1.83,10,4.54,,5,5,5,4,5,5,6,5,5,5,6,5
4187296974,1,25,2,5,,,,1,,,,,4,4,,1,,7,10,,2' 6,0.76,163,73.94,127.33,6,7,6,6,7,7,7,6,6,7,6,7
4187307322,1,25,2,3,1,,,,,,,,1,4,,1,,7,4,,5'9,1.75,211,95.71,31.16,3,4,3,3,3,4,3,4,4,3,3,4
4187309124,1,31,2,5,1,,,,,,1,,4,1,,1,,7,7,,511,1.8,230,104.33,32.08,1,6,2,3,1,1,1,4,1,4,3,2
4187309987,1,62,2,4,,,,,1,,,,2,4,,1,,7,7,,6'0,1.83,175,79.38,23.73,1,2,1,1,2,1,1,1,1,1,1,1
4187310867,1,27,2,4,1,,,,,,,,2,0,Brazilian,0,Portuguese,4,3,,70,2.13,"15,48",0,,5,4,4,4,4,4,4,4,4,3,3,4
4196296668,1,40,2,5,,,,1,,,,,3,5,,1,,7,12,,5'9,1.75,130,58.97,19.2,7,1,1,1,1,1,1,6,7,1,5,1
4197076806,1,28,2,3,1,,,,,,,,3,4,,1,,6,2,,5'10,1.78,150,68.04,21.52,2,4,1,2,2,3,3,5,2,1,1,3
4198207215,1,61,2,6,,,,1,,,,,3,4,,1,,7,12,,5'10,1.78,190,86.18,27.26,2,4,2,2,2,2,2,2,2,2,2,1
4198408830,1,22,2,3,1,,,,,,,,5,1,,1,,7,1,,"5""""11",1.8,200,90.72,27.89,4,4,4,4,4,4,2,2,5,5,4,4
4198420557,1,51,2,2,,,,1,,,,,4,4,,1,,7,7,,5' 8,1.73,202,91.63,30.71,1,4,2,2,5,4,3,5,2,1,1,1
4198424115,1,45,2,4,,,,,1,,,,2,5,,1,,7,7,,6'2,1.88,180,81.65,23.11,1,1,1,1,1,1,2,2,1,1,1,2
4198424161,1,36,2,4,,,,1,,,,,4,5,,1,,7,8,,5'11,1.8,160,72.57,22.32,3,4,2,3,2,3,3,2,3,2,4,4
4198425924,1,45,2,5,1,,,,,,,,1,5,,1,,7,6,,5'7,1.7,160,72.57,25.06,3,5,4,4,4,3,4,1,1,1,1,1
4198426485,1,64,2,2,,,,1,,,,,2,6,,1,,7,4,,5FT 8 IN,1.73,250,113.4,38.01,5,6,4,2,4,2,3,4,4,6,3,5
4198427496,1,40,2,3,,,,1,,,,,2,5,,1,,7,10,,5.8,1.73,140,63.5,21.29,4,3,6,5,6,6,4,3,3,6,6,5
4198428328,1,50,2,6,,,,1,,,,,4,4,,1,,7,4,,70,2.13,234,106.14,23.32,6,6,3,3,3,4,4,3,4,5,3,5
4198433652,1,36,2,3,1,,,,,,,,1,1,,1,,5,2,,5'11,1.8,205,92.99,28.59,1,1,1,1,2,1,3,2,1,1,1,1
4198435114,1,61,2,4,1,,,,,,,,2,4,,1,,7,7,,6'3,1.91,184,83.46,23,1,2,1,1,1,1,1,2,1,1,1,1
4198437229,1,55,2,3,1,,,,,,,,1,1,,1,,5,3,,6' 5,1.96,270,122.47,32.02,2,2,1,4,4,2,1,1,3,3,2,2
4198439898,1,61,2,3,1,,,,,,,,1,4,,1,,6,5,,6'1,1.85,185,83.91,24.41,1,3,2,2,1,3,2,4,1,1,2,2
4198440858,1,62,2,3,1,,,,,,,,1,4,,1,,4,2,,5  11,1.8,214,97.07,29.85,3,3,3,3,3,3,3,3,3,3,3,3
4198443984,1,58,2,4,,,,,1,,,,1,4,,1,,7,6,,6' 4,1.93,258,117.03,31.4,4,3,4,4,5,5,4,6,4,4,3,4
4198446354,1,35,2,6,,,,1,,,,,4,6,,1,,7,12,,5.74 feets and 68.89,1.7,165 pounds,74.84,25.84,1,4,1,1,7,1,1,1,1,1,1,1
4198447675,1,38,2,2,1,,,,,,,,1,4,,1,,7,1,,5 foot 7,1.7,150,68.04,23.49,1,1,1,1,1,1,1,1,1,1,1,1
4198448124,1,60,2,3,,,,1,,,,,2,0,white,1,,7,6,,5'11,1.8,220,99.79,30.68,1,1,1,1,1,1,1,1,1,1,1,1
4198448184,1,60,2,3,,,,,1,,,,1,1,,1,,7,3,,5'11,1.8,385,174.63,53.7,4,3,1,2,2,4,6,2,6,4,3,4
4198449639,1,56,2,3,,,,1,,,,,2,4,,1,,7,9,,5'8,1.73,212,96.16,32.23,4,4,1,5,3,4,5,5,4,4,3,5
4198451808,1,53,2,4,,,,,1,,,,2,7,,1,,7,3,,5 10,1.78,185,83.91,26.54,5,5,4,4,4,3,6,6,6,5,5,5
4198454870,1,60,2,4,,,,1,,,,,4,4,,1,,7,11,,5' 9,1.75,202,91.63,29.83,5,5,4,4,4,3,4,5,6,4,5,5
4198455320,1,32,2,4,,,1,,,,,,3,6,,1,,7,6,,5feet 6 inches,1.68,120,54.43,19.37,1,1,1,1,1,1,1,1,1,1,1,1
4198460504,1,38,2,2,,,,,,,1,,4,3,,1,,7,3,,6.1,1.85,210,95.25,27.71,2,2,2,2,2,2,2,2,2,2,2,2
4198461320,1,62,2,2,1,,,,,,,,1,4,,1,,6,2,,5'2'',1.57,160,72.57,29.26,4,4,2,2,2,2,2,4,4,4,3,4
4198467501,1,40,2,6,,,,1,,,,,7,4,,1,,7,10,,5.9,1.75,155,70.31,22.89,2,4,3,2,2,3,3,5,3,1,2,3
4198470588,1,65,2,5,1,,,,,,,,1,3,,1,,7,6,,5' 10,1.78,185,83.91,26.54,1,1,1,1,1,1,1,1,1,1,1,1
4198472199,1,32,2,4,,,,1,,,,,3,2,,1,,7,10,,5'8,1.73,160,72.57,24.33,5,6,4,5,4,5,6,5,6,4,3,5
4198475479,1,51,2,4,,,1,,,,,,1,4,,1,,6,1,,5-Oct,1.78,185,83.91,26.54,2,1,2,2,2,1,2,2,2,1,1,2
4198485891,1,21,2,2,,,1,,,,,,5,4,,1,,7,10,,5'4,1.63,135,61.23,23.17,2,2,2,7,2,2,2,7,2,2,2,2
4198494847,1,37,2,4,,,,,1,,,,2,2,,1,,7,3,,5'9,1.75,154,69.85,22.74,1,3,1,1,1,2,4,1,1,1,1,1
4198501085,1,34,2,4,,,,1,,,,,5,3,,1,,7,2,,5 foot 8 inches,1.73,165,74.84,25.09,6,7,7,6,6,5,6,5,5,7,7,7
4198502904,1,61,2,4,,,1,,,1,,,1,0,White,1,,7,6,,5ft 4 in,1.63,205,92.99,35.19,3,3,3,3,3,3,4,3,3,4,2,3
4198510183,1,64,2,3,,,,1,,,,,2,4,,1,,7,3,,5-Nov,1.8,187,84.82,26.08,1,1,1,1,1,1,1,1,1,1,1,1
4198510586,1,61,2,3,,,,,,,1,,2,4,,1,,7,4,,6 1,1.85,185,83.91,24.41,1,1,1,1,1,1,1,1,1,1,1,1
4198517039,1,58,2,3,1,,,,,,,,2,4,,1,,7,4,,5 feet 8 inches,1.73,129,58.51,19.61,2,1,1,1,1,1,3,3,2,1,1,4
4198537409,1,34,2,2,,,,,,,1,,4,6,,1,,7,4,,5'3,1.6,140,63.5,24.8,5,4,3,5,5,2,4,7,7,7,4,7
4198588939,1,54,2,3,,,,,,,1,,2,4,,1,,7,5,,6'1,1.85,200,90.72,26.39,1,1,1,1,6,1,6,7,2,1,1,1
4198692515,1,40,2,4,1,,,,,,,,7,4,,1,,7,4,,5'10,1.78,160,72.57,22.96,1,2,1,1,1,6,1,1,1,1,1,1
4198699477,1,35,2,6,,,,1,,,,,3,2,,1,,7,11,,5.7,1.7,160,72.57,25.06,7,6,7,5,6,7,6,7,6,7,6,7
4198725967,1,40,2,2,,,,1,,,,,5,5,,1,,7,4,,"5,12",0,60,27.22,,1,1,1,1,1,1,1,1,6,1,1,1
4198729122,1,25,2,5,1,,,,,,1,,2,2,,1,,4,3,,6 feet 3 inches,1.91,130,58.97,16.25,5,3,6,1,5,3,4,3,5,4,4,2
4198750549,1,26,2,6,,,,,,,1,,4,2,,0,spanish,4,5,,6,1.83,240,108.86,32.55,4,4,1,1,3,1,2,2,2,4,1,4
4198775790,1,34,2,4,1,,,,,,,,1,3,,1,,7,5,,5 9,1.75,165,74.84,24.37,2,2,2,2,2,2,2,2,2,2,2,2
4198777627,1,50,2,3,,,,,,,1,,3,4,,1,,7,3,,5-Aug,1.73,190,86.18,28.89,1,2,2,2,2,1,1,1,1,5,1,4
4198827506,1,48,2,2,,,,1,,,,,4,4,,1,,7,11,,70,2.13,210,95.25,20.92,1,1,1,1,1,1,1,1,1,1,1,1
4198845425,1,31,2,3,,,,1,,,,,5,2,,1,,7,10,,10.86614,0,171,77.56,,7,6,7,5,6,4,6,4,6,3,4,6
4198849262,1,52,2,3,1,,,,,,,,1,4,,1,,6,3,,5'10,1.78,160,72.57,22.96,1,5,1,1,1,2,2,2,2,1,1,1
4198880743,1,48,2,4,,,,1,,,,,4,3,,1,,7,6,,5' 6,1.68,150,68.04,24.21,2,1,2,1,1,2,1,3,2,1,1,2
4198886576,1,45,2,4,,,,1,,,,,4,4,,1,,7,9,,6'1,1.85,190,86.18,25.07,3,3,2,1,2,3,2,3,4,2,1,2
4198893635,1,19,2,3,1,,,,,,,,3,0,white,1,,7,2,,6 feet 2 inches,1.88,195 pounds,88.45,25.04,1,1,1,1,1,1,1,1,1,1,1,1
4198962668,1,27,2,2,,,1,,,,,,3,4,,1,,7,3,,6,1.83,289,131.09,39.2,4,4,5,4,4,4,5,4,4,4,5,4
4198974306,1,35,2,4,,,,1,,,,,3,3,,1,,7,7,,6 1,1.85,185,83.91,24.41,4,3,3,4,4,5,5,4,4,5,4,4
4199100349,1,31,2,6,,,,1,,,,,3,4,,1,,7,8,,6.2,1.88,150,68.04,19.26,1,2,1,1,1,1,1,1,1,1,1,1
4199240850,1,35,2,4,,,,,1,,,,3,4,,1,,7,4,,6ft 5,1.96,210,95.25,24.9,4,4,4,3,4,4,2,4,4,3,4,5
4199395610,1,25,2,4,,,,1,,,,,4,2,,1,,7,8,,"1,82m",1.82,80kg,80,24.15,1,5,5,5,5,5,5,7,7,1,1,1
4199500582,1,21,2,4,1,,,,,,,,3,5,,1,,5,4,,"6""""1'",1.85,210,95.25,27.71,4,4,4,4,3,4,4,3,4,3,4,3
4199959375,1,22,2,3,1,,,,,,,,2,0,European A,1,,7,1,,5 feet 6 inches,1.68,120 lbs.,54.43,19.37,3,4,4,3,3,4,2,3,4,3,3,5
4200122398,1,18,2,2,,,1,,,,,,2,4,,1,,7,3,,5ft 9in,1.75,240,108.86,35.44,2,4,1,2,1,1,1,1,1,1,1,6
4200465507,1,21,2,3,,,,1,,,,,4,6,,1,,7,7,,6ft 70'',2.01,80,36.29,9.01,2,2,2,2,2,3,2,2,2,2,3,2
4200480730,1,19,2,3,,,1,,,,,,6,4,,1,,7,12,,6',1.83,200,90.72,27.12,1,3,1,2,2,1,2,2,5,1,1,1
4200517074,1,18,2,3,1,,1,,,,,,7,5,,1,,7,5,,5 11,1.8,183,83.01,25.52,1,3,1,1,1,5,1,6,1,1,1,2
4200715164,1,19,2,3,1,,,,,,,,5,1,,1,,6,6,,5' 9'',1.75,147,66.68,21.71,1,2,1,1,4,6,2,7,3,2,1,3
4187221494,1,60,2,6,,,,1,,,,,2,4,,1,,7,12,,6'2,1.88,235,106.59,30.17,1,1,1,1,1,1,1,1,2,1,1,1
4187235900,1,38,2,2,1,,,,,,,,1,0,white,1,,7,3,,5ft 10in,1.78,170,77.11,24.39,1,1,1,1,1,1,1,1,1,1,1,1
4187247709,1,31,2,3,1,,,,,,,,1,1,,1,,7,1,,6'1,1.85,160,72.57,21.11,1,1,1,1,1,1,1,1,1,1,1,1
4187252511,1,56,2,3,,,,1,,,,,2,4,,1,,7,5,,6' 6'',1.98,200,90.72,23.11,1,1,1,1,1,1,1,1,1,1,1,1
4187261028,1,25,2,2,1,,,,,,,,1,0,White,1,,7,12,,5' 11,1.8,170,77.11,23.71,1,1,1,1,1,1,1,1,1,1,1,1
4187265994,1,62,2,4,,,,1,,,,,2,4,,1,,7,5,,5 feet 7 inches,1.7,188,85.28,29.44,1,1,1,1,1,1,1,1,1,1,1,1
4187280484,1,51,2,6,,,,1,,,,,5,5,,1,,7,12,,5'11,1.8,195,88.45,27.2,1,1,1,1,1,1,1,1,2,1,1,1
4187283145,1,19,2,3,1,,,,,,,,1,4,,1,,7,6,,6'5,1.96,186,84.37,22.06,2,2,2,2,2,2,2,2,2,2,2,2
4198444596,1,59,2,3,,,,,,,1,1,2,1,,1,,7,7,,"5""""5",1.65,165,74.84,27.46,1,4,1,1,1,1,1,1,1,1,1,1
4198495523,1,59,2,5,,,,1,,,,,3,1,,1,,7,5,,6' 0,1.83,198,89.81,26.85,1,1,1,1,1,1,1,1,1,1,1,1
4199014882,1,34,2,2,1,,,,,,,,4,5,,1,,6,10,,5'5,1.65,188,85.28,31.28,1,1,1,1,1,1,1,1,2,1,1,1
4199063250,1,26,2,2,1,,,,,,,,4,3,,1,,7,3,,5'8,1.73,190,86.18,28.89,1,1,1,1,1,1,1,1,1,1,1,1
4199455721,1,26,2,4,1,,,,,,,,1,4,,1,,7,2,,5'10,1.78,190,86.18,27.26,2,2,1,1,1,1,1,1,2,2,1,1
4200059357,1,29,2,6,,,1,,,,1,,6,2,,1,,7,9,,5'11'',1.8,145,65.77,20.22,1,1,1,1,1,1,1,1,1,1,1,1
